CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo
56658,1,0,1,2,1,0,3,1,1,8,1,0,0,0,0,3,0,1713,4876,1,7,52,4
56674,1,0,1,2,1,3,3,0,1,8,0,0,0,2,0,2,1,1588,10622,0,7,45,0
56681,1,0,1,2,1,0,0,0,1,32,0,1,0,0,0,2,1,2053,12446,0,4,59,0
56682,1,0,1,2,1,0,3,1,1,20,0,0,0,0,0,2,1,2423,27026,0,7,46,0
56687,1,0,1,2,1,0,0,0,1,8,0,0,0,2,0,3,0,1064,12731,0,5,44,0
56723,1,0,1,2,1,0,3,1,1,48,0,0,0,1,1,3,1,1713,24060,0,4,59,0
56763,1,0,1,2,1,3,3,0,1,50,0,1,0,0,0,2,1,1064,12118,1,5,51,5
56767,1,0,1,2,1,0,3,1,1,0,0,0,0,1,0,3,0,1713,13466,0,5,40,0
56786,1,0,1,2,1,0,3,0,1,32,1,0,0,2,0,2,1,1713,20837,0,7,47,0
56814,1,0,1,2,1,0,0,0,1,32,0,0,0,1,0,0,0,1713,8693,0,8,55,0
56885,1,0,1,2,1,0,0,0,1,27,1,0,0,2,1,1,0,4314,11129,0,7,56,0
56897,1,0,1,2,1,0,4,2,1,35,0,0,0,2,1,2,1,1588,4905,0,7,45,0
56910,1,0,1,2,1,0,0,0,1,2,0,0,0,2,0,0,0,1713,26217,0,4,50,0
56923,1,0,1,2,1,0,0,1,1,23,0,0,0,2,0,2,1,1713,15781,0,4,58,0
56950,1,0,1,2,1,3,3,1,1,39,1,1,0,0,0,0,0,2221,13879,1,4,61,7
56961,1,0,1,2,1,0,0,1,1,36,1,0,0,1,1,3,1,1588,17957,0,5,59,0
57001,1,0,1,2,1,0,0,0,1,11,0,0,0,2,0,3,0,1588,10918,0,4,52,0
57022,1,0,1,2,1,0,0,0,1,8,0,0,0,2,0,3,0,2736,0,0,3,41,0
57055,1,0,1,2,1,3,3,1,1,6,0,0,0,1,1,3,1,1588,20637,0,6,56,0
57068,1,0,1,2,1,0,3,0,1,33,0,0,0,0,0,3,0,1956,9715,1,7,53,5
57085,1,0,1,2,1,0,0,0,1,52,0,0,0,4,1,3,0,1588,8273,0,4,50,0
57111,1,0,1,2,1,0,4,2,1,3,0,0,0,4,1,0,0,1713,13126,0,7,55,0
57130,1,0,1,2,1,0,0,0,1,19,0,0,0,2,0,2,1,1588,16999,0,5,42,0
57145,1,0,1,2,1,3,0,1,1,35,0,0,0,2,0,3,0,2324,24802,0,7,39,0
57175,1,0,1,2,1,3,0,1,1,19,0,0,0,0,1,2,1,2103,28430,0,8,59,0
57191,1,0,1,2,1,0,3,0,1,45,0,0,0,2,1,3,0,1588,28559,0,6,58,0
57194,1,0,1,2,1,1,0,1,1,8,0,1,0,3,0,0,0,1588,21423,0,5,56,0
57209,1,0,1,2,1,3,3,0,1,25,1,0,0,2,0,3,0,1588,14515,0,8,47,0
57213,1,0,1,2,1,2,0,1,1,39,0,1,0,4,0,3,1,2521,8821,0,4,50,0
57218,1,0,1,2,1,3,0,0,1,39,1,1,0,1,0,3,0,4038,6846,1,7,37,7
57223,1,0,1,2,1,0,3,0,1,8,0,0,0,2,0,2,1,2773,0,0,3,70,0
57224,1,0,1,2,1,3,0,1,1,8,0,1,0,0,0,2,1,1588,23536,0,7,48,0
57234,1,0,1,2,1,0,0,1,1,32,0,0,0,1,0,3,1,2957,28718,0,5,60,0
57255,1,0,1,2,1,0,0,1,1,45,1,0,0,4,1,3,0,3141,12584,0,7,49,0
57266,1,0,1,2,1,3,0,1,1,8,0,0,0,0,0,3,0,1588,16594,1,5,46,6
57269,1,0,1,2,1,3,0,1,1,16,0,0,0,2,1,3,0,2221,30876,0,2,62,0
57276,1,0,1,2,1,3,0,1,1,8,0,0,0,0,0,3,0,1588,0,1,7,34,3
57279,1,0,1,2,1,2,3,0,1,39,0,1,0,0,0,3,0,587,20239,1,8,39,6
57289,1,0,1,2,1,3,0,1,1,39,0,0,0,4,0,3,0,2140,7481,0,7,53,0
57293,1,0,1,2,1,3,0,1,1,2,0,0,0,2,0,3,0,3210,0,1,7,60,5
57297,1,0,1,2,1,0,3,1,1,35,1,0,0,4,0,3,0,1588,16416,0,6,53,0
57307,1,0,1,2,1,3,0,0,1,26,0,0,0,1,1,3,0,1588,19557,0,5,55,0
57330,1,0,1,2,1,0,0,1,1,9,0,1,0,4,0,2,1,2335,18488,0,7,55,0
57346,1,0,1,2,1,3,0,0,1,19,0,0,0,0,0,2,1,2221,17114,0,3,53,0
57353,1,0,1,2,1,3,0,0,1,32,0,0,0,0,1,2,1,2335,11029,0,6,58,0
57356,1,0,1,2,1,0,3,1,1,32,0,0,0,0,0,2,1,3141,19659,0,5,48,0
57370,1,0,1,2,1,2,3,1,1,35,1,0,0,2,1,0,1,1616,18240,0,8,54,0
57396,1,0,1,2,1,0,0,0,1,8,1,0,0,3,0,3,0,2221,16042,0,4,43,0
57404,1,0,1,2,1,3,0,1,1,8,1,1,0,0,0,3,0,2221,21062,0,7,43,0
57475,1,0,1,2,1,3,0,1,1,2,0,0,0,1,0,3,0,1921,16609,0,7,50,0
57534,1,0,1,2,1,3,0,1,1,33,0,0,0,2,1,0,0,1428,14038,0,4,49,0
57608,1,0,1,2,1,0,4,2,1,2,0,0,0,0,0,3,0,2085,0,1,4,24,4
57610,1,0,1,2,1,2,0,0,1,7,0,0,0,0,0,2,1,1422,16786,0,4,60,0
57611,1,0,1,2,1,1,0,0,1,8,0,0,0,0,0,3,0,2970,29626,1,7,61,10
57633,1,0,1,2,1,1,3,0,1,50,0,0,0,4,0,3,0,2821,22643,0,7,57,0
57645,1,0,1,2,1,0,0,1,1,11,0,0,0,4,1,3,0,1270,8281,0,4,49,0
57681,1,0,1,2,1,0,3,1,1,11,0,0,0,2,1,1,0,4788,18535,0,5,67,0
57693,1,0,1,2,1,0,3,1,1,2,0,0,0,2,1,3,0,2692,4363,0,5,43,0
57710,1,0,1,2,1,0,3,1,1,27,0,1,0,1,0,3,1,1822,12651,0,7,56,0
57711,1,0,1,2,1,3,4,2,1,39,1,0,0,0,0,3,0,2699,23152,1,3,62,9
57718,1,0,1,2,1,0,3,0,1,32,0,1,0,1,0,0,0,1428,15043,0,6,48,0
57729,1,0,1,2,1,0,0,1,1,8,0,0,0,2,1,0,0,3790,22764,0,4,56,0
57747,1,0,1,2,1,1,3,1,1,39,1,1,0,0,1,3,0,5142,24982,1,7,53,7
57758,1,0,1,2,1,0,0,1,1,32,0,0,0,0,1,3,0,1822,8680,1,7,44,5
57773,1,0,1,2,1,2,3,1,1,39,0,0,0,0,1,1,0,1393,6038,1,3,48,4
57778,1,0,1,2,1,0,0,1,1,50,0,0,0,0,0,3,0,5368,39468,1,4,43,8
57798,1,0,1,2,1,0,0,1,1,4,0,0,0,2,0,3,0,1560,27153,0,3,52,0
57808,1,0,1,2,1,0,3,1,1,48,0,0,0,1,0,3,1,1404,7526,0,4,62,0
57822,1,0,1,2,1,0,3,1,1,39,1,1,0,1,0,3,0,2692,12651,0,4,51,0
57878,1,0,1,2,1,0,3,1,1,50,0,1,0,0,0,3,0,3579,19438,0,6,55,0
57887,1,0,1,2,1,0,3,1,1,37,0,0,0,3,0,3,0,1248,17125,0,5,39,0
57891,1,0,1,2,1,0,0,0,1,8,0,0,0,0,0,3,0,3579,12978,1,7,46,8
57904,1,0,1,2,1,1,3,0,1,39,1,0,0,2,1,3,0,2821,8912,0,6,37,0
57925,1,0,1,2,1,0,0,1,1,47,0,0,0,0,1,2,1,3343,21514,0,4,60,0
57926,1,0,1,2,1,0,3,0,1,47,0,0,0,0,0,0,0,3343,17976,0,5,62,0
57933,1,0,1,2,1,0,4,2,1,8,0,0,0,4,1,3,0,2664,20227,0,4,40,0
57935,1,0,1,2,1,0,0,1,1,16,0,0,0,0,0,3,0,2821,13868,1,7,46,7
57946,1,0,1,2,1,0,0,1,1,21,0,0,0,0,0,2,1,3557,13965,0,5,59,0
57948,1,0,1,2,1,0,3,1,1,33,0,0,0,2,1,3,0,2876,23066,0,3,46,0
57949,1,0,1,2,1,1,3,1,1,8,1,0,0,0,1,3,0,1717,19746,1,3,35,7
57965,1,0,1,2,1,0,3,1,1,8,0,0,0,0,0,3,0,1871,25877,1,4,47,9
57973,1,0,1,2,1,1,0,0,1,52,0,0,0,0,1,3,0,3027,17441,0,6,54,0
57974,1,0,1,2,1,0,0,1,1,8,1,0,0,0,0,3,0,6163,9076,1,6,45,10
58006,1,0,1,2,1,0,0,0,1,39,0,1,0,4,0,3,0,3557,5770,0,5,44,0
58008,1,0,1,2,1,2,3,0,1,27,1,0,0,0,0,3,0,3413,13203,0,7,52,0
58040,1,0,1,2,1,1,0,1,1,19,1,0,0,0,1,0,0,3343,17350,0,5,48,0
11,1,0,1,2,1,0,3,1,1,20,0,0,0,0,1,3,0,3005,29200,1,3,52,10
18,1,0,1,2,1,0,0,1,1,47,0,0,0,2,0,3,0,2633,14464,0,6,48,0
42,1,0,0,2,1,0,3,0,1,33,0,0,0,2,1,0,0,1021,22578,0,7,54,0
62,1,0,0,2,1,0,0,1,1,40,1,0,0,2,0,3,0,1021,12011,0,4,54,0
87,1,0,0,2,1,0,0,0,1,32,0,0,0,1,0,3,0,1684,13474,0,7,48,0
122,1,0,0,2,1,0,0,1,1,22,0,0,0,4,0,1,0,2145,5109,0,7,53,0
131,1,0,0,2,1,0,0,0,1,8,0,0,0,2,1,3,0,2134,6535,0,4,57,0
148,1,0,0,2,1,0,3,0,1,43,0,0,0,2,1,3,0,1233,2878,0,7,59,0
160,1,0,0,2,1,0,4,2,1,32,0,0,0,0,1,3,0,5963,16520,1,4,41,6
162,1,0,0,2,1,0,0,1,1,32,1,0,0,1,1,2,1,1684,9890,0,5,43,0
204,1,0,0,2,1,0,0,0,1,42,0,0,0,0,0,3,0,1684,10843,0,4,31,0
245,1,0,0,2,1,0,0,1,1,48,0,0,0,2,1,2,1,1684,20617,0,8,51,0
246,1,0,0,2,1,3,0,0,1,39,1,1,0,2,0,2,1,2723,15536,0,8,40,0
248,1,0,0,2,1,3,0,0,1,39,1,1,0,2,0,3,0,2723,15536,0,6,56,0
251,1,0,0,2,1,0,0,1,1,48,0,0,0,0,1,2,1,1684,7054,0,8,49,0
262,1,0,0,2,1,0,3,1,1,46,0,0,0,2,0,3,1,2134,14357,0,7,37,0
279,1,0,0,2,1,3,0,1,1,48,0,0,0,0,1,3,0,1684,6596,1,6,39,5
290,1,0,0,2,1,0,0,1,1,22,0,0,0,1,0,2,1,1233,4121,0,4,41,0
325,1,0,0,2,1,0,0,1,1,52,1,0,0,1,0,3,0,1684,6475,0,6,53,0
351,1,0,0,2,1,0,3,0,1,50,0,0,0,0,0,3,0,2261,5131,0,7,39,0
357,1,0,0,2,1,3,0,1,1,11,0,0,0,2,1,2,1,1684,15939,0,7,51,0
374,1,0,0,2,1,0,0,0,1,48,0,0,0,0,0,3,0,4030,9673,1,5,42,8
375,1,0,0,2,1,0,3,1,1,43,0,0,0,0,0,3,0,1525,11533,1,4,56,5
396,1,0,0,2,1,0,0,0,1,47,0,0,0,4,1,3,0,1684,16615,0,4,46,0
441,1,0,0,2,1,0,0,1,1,6,0,0,0,2,0,3,0,1684,0,0,4,22,0
461,1,0,0,2,1,0,2,0,1,29,0,0,0,0,1,2,1,2288,4718,1,8,62,5
466,1,0,0,2,1,0,0,1,1,30,0,0,0,2,1,3,0,1684,6760,0,7,61,0
474,1,0,0,2,1,0,0,1,1,48,0,0,0,0,1,3,0,1684,12208,0,7,44,0
482,1,0,0,2,1,0,4,2,1,41,0,0,0,0,1,3,0,2261,7319,0,4,55,0
504,1,0,0,2,1,0,0,0,1,8,0,0,0,2,1,0,0,4220,7645,0,4,54,0
521,1,0,0,2,1,0,0,1,1,32,0,1,0,0,0,3,0,2261,24640,1,7,60,9
539,1,0,0,2,1,0,0,0,1,8,0,1,0,4,0,3,0,0,10192,1,4,51,4
544,1,0,0,2,1,0,0,0,1,32,0,0,0,0,1,3,0,1525,10355,1,6,61,5
560,1,0,0,2,1,0,0,0,1,32,1,1,0,0,0,3,0,2261,9856,0,6,44,0
589,1,0,0,2,1,3,0,0,1,32,0,0,0,0,0,3,0,2261,21076,1,8,47,8
628,1,0,0,2,1,3,0,1,1,52,0,0,0,0,1,3,0,2261,7995,0,3,48,0
630,1,0,0,2,1,0,3,1,1,8,0,0,0,2,0,3,0,2261,0,0,3,48,0
637,1,0,0,2,1,0,3,1,1,32,0,0,0,0,0,3,0,1525,8156,1,7,56,5
640,1,0,0,2,1,3,0,1,1,22,0,1,0,2,0,0,0,2261,8071,0,8,53,0
642,1,0,0,2,1,3,0,1,1,22,0,1,0,2,0,3,0,2261,8071,0,6,39,0
653,1,0,0,2,1,0,0,1,1,8,0,0,0,0,0,3,1,2261,9325,1,5,55,6
672,1,0,0,2,1,0,0,1,1,8,0,0,0,0,0,3,0,2134,5862,0,4,49,0
747,1,0,0,2,1,3,3,1,1,43,0,0,0,0,0,3,0,2550,7452,1,8,40,6
770,1,0,0,2,1,0,0,1,1,7,1,0,0,1,1,3,0,4030,15534,1,5,43,9
786,1,0,0,2,1,3,3,1,1,8,1,0,0,0,0,2,1,2134,3468,0,5,44,0
866,1,0,0,2,1,0,0,0,1,52,0,1,0,0,0,3,0,2536,12412,0,5,43,0
882,1,0,0,2,1,1,0,1,1,33,0,0,0,2,0,3,0,1373,0,0,7,61,0
883,1,0,0,2,1,3,0,1,1,52,0,1,0,1,0,3,0,2887,15432,1,3,54,8
905,1,0,0,2,1,3,3,0,1,50,0,0,0,0,1,1,0,1373,10804,1,6,70,5
933,1,0,0,2,1,0,3,0,1,39,1,0,0,1,1,3,0,2629,10841,0,6,53,0
965,1,0,0,2,1,0,0,1,1,32,0,0,0,2,0,3,0,1373,16699,0,7,62,0
978,1,0,0,2,1,0,0,1,1,52,0,1,0,4,0,3,0,3456,9162,0,3,53,0
991,1,0,0,2,1,0,0,1,1,2,0,1,0,2,0,3,0,1373,19200,0,5,58,0
994,1,0,0,2,1,0,0,0,1,28,0,0,0,2,0,0,0,7391,8247,0,3,40,0
1010,1,0,0,2,1,0,0,0,1,47,0,0,0,2,0,3,0,1373,15087,0,4,56,0
1019,1,0,0,2,1,1,3,1,1,33,0,0,0,0,0,3,0,1525,11202,0,7,37,0
1026,1,0,0,2,1,0,0,1,1,23,0,1,0,2,0,3,0,3456,10141,0,4,49,0
1033,1,0,0,2,1,0,3,1,1,8,0,1,0,0,0,3,0,1373,4183,1,4,42,4
1051,1,0,0,2,1,3,0,1,1,32,0,0,0,1,0,3,0,1373,15643,0,6,43,0
1074,1,0,0,2,1,0,1,0,1,35,0,0,0,0,0,3,0,2077,12986,0,4,54,0
1085,1,0,0,2,1,0,0,1,1,48,0,0,0,1,1,3,0,5296,4018,0,4,58,0
1120,1,0,0,2,1,0,0,1,1,8,0,0,0,0,1,3,0,3272,25200,1,3,48,10
1185,1,0,0,2,1,3,3,1,1,8,0,0,0,0,1,3,0,3272,16363,0,4,48,0
1257,1,0,0,2,1,0,0,1,1,36,0,0,0,0,1,3,0,2870,3729,1,3,50,5
1281,1,0,0,2,1,0,3,1,1,37,0,1,0,2,0,3,0,4324,8912,0,3,51,0
1328,1,0,0,2,1,0,3,0,1,50,0,0,0,1,1,3,0,1976,6352,0,4,53,0
1353,1,5,1,0,1,0,0,1,1,32,0,0,0,1,0,1,1,1525,23849,0,4,57,0
1451,1,5,1,2,1,0,0,1,1,8,0,0,0,1,0,2,1,1525,18455,0,8,50,0
1453,1,5,1,2,1,0,3,1,1,8,0,0,0,4,0,3,0,1525,16740,0,7,40,0
1461,1,5,1,2,1,0,0,1,1,8,1,1,0,1,0,2,1,1373,11553,0,6,43,0
1481,1,5,1,2,1,3,3,1,1,23,0,0,0,1,0,1,0,1373,7486,0,4,46,0
1499,1,5,1,2,1,0,0,1,1,0,0,1,0,0,0,2,1,1373,8070,1,7,54,5
1509,1,5,1,2,1,0,0,0,1,8,0,0,0,1,1,3,0,1351,18357,0,6,44,0
1519,1,5,1,2,1,0,0,1,1,33,0,0,0,4,0,3,0,1960,14454,0,4,53,0
1568,1,5,0,0,1,0,3,1,1,20,1,1,0,0,0,3,0,1525,10099,1,4,49,5
1606,1,5,0,0,1,0,0,1,1,45,0,1,0,0,0,2,1,2686,13774,1,6,48,7
1619,1,5,0,0,1,0,0,1,1,50,0,0,0,1,1,2,1,2109,13400,0,7,38,0
1641,1,5,0,0,1,1,3,1,1,12,0,0,0,0,1,3,1,4604,17753,0,4,51,0
1644,1,5,0,0,1,0,0,1,1,39,1,0,0,1,0,3,0,3148,0,0,5,65,0
1648,1,5,1,2,1,0,0,1,1,33,0,1,0,4,0,2,1,2184,21264,0,3,57,0
1664,1,5,1,2,1,0,0,1,1,9,0,1,0,1,0,2,1,3743,12119,0,3,66,0
1671,1,5,1,2,1,0,3,1,1,32,0,1,0,0,0,3,0,2808,28518,0,4,52,0
1672,1,5,1,2,1,0,3,1,1,38,0,0,0,2,1,1,0,2808,27206,0,4,53,0
1760,1,5,1,2,1,0,3,0,1,39,0,0,0,0,1,3,1,4552,17646,1,4,43,10
1761,1,5,1,2,1,3,0,0,1,47,0,0,0,4,1,3,1,3651,17661,0,2,55,0
1763,1,5,0,2,1,1,0,1,1,49,0,1,0,1,0,2,1,5012,10225,0,3,65,0
1817,1,5,0,2,1,1,3,1,1,32,0,0,0,2,1,2,1,5012,14793,0,4,41,0
1821,1,5,0,2,1,0,0,1,1,50,0,1,0,1,0,3,1,0,18648,0,5,42,0
1833,1,5,0,2,1,3,0,1,1,52,0,0,0,0,0,2,1,4460,0,0,4,67,0
1870,1,0,0,0,1,0,0,0,1,8,1,1,0,1,1,2,1,3845,8539,1,4,37,7
1883,1,0,1,0,1,0,0,1,1,43,1,1,0,4,0,2,1,1684,9129,0,7,61,0
1899,1,0,1,0,1,0,3,1,1,31,1,0,0,2,0,0,0,5399,38002,0,8,60,0
1905,1,0,1,0,1,3,0,1,1,8,0,0,0,2,0,0,0,1525,12978,0,6,59,0
1906,1,0,1,0,1,3,0,0,1,39,1,1,0,1,0,2,1,3116,13677,1,7,47,7
1929,1,0,1,0,1,0,0,1,1,7,1,1,0,0,0,1,1,1351,14895,1,3,52,6
1947,1,0,1,2,1,0,0,0,1,45,1,1,0,0,0,2,1,1525,17802,0,7,47,0
1956,1,0,1,2,1,0,0,1,1,8,0,0,0,1,0,2,1,1233,12755,0,4,53,0
1973,1,0,1,2,1,0,0,0,1,8,1,0,0,0,0,2,1,2076,29931,0,6,60,0
1988,1,0,1,2,1,0,3,1,1,9,1,0,0,2,1,2,1,2525,44953,0,10,42,0
2029,1,0,1,2,1,0,3,1,1,8,1,1,0,2,0,2,1,2052,12555,0,8,56,0
2033,1,0,1,2,1,3,0,0,1,45,0,0,0,1,0,2,1,2110,13777,0,5,43,0
2105,1,0,1,2,1,1,3,0,1,43,0,0,0,3,1,2,1,1525,17124,0,4,60,0
2110,1,0,1,2,1,0,0,1,1,4,0,0,0,1,0,2,1,1525,18332,0,4,54,0
2145,1,0,1,2,1,2,0,1,1,16,0,0,0,4,1,3,0,1691,13252,0,5,58,0
2148,1,0,1,2,1,0,0,1,1,50,0,0,0,0,1,0,0,1525,10025,1,5,50,5
2150,1,0,1,2,1,0,0,1,1,3,0,1,0,3,0,2,1,2324,11131,0,5,58,0
2184,1,0,1,2,1,3,3,0,1,20,0,0,0,4,0,1,0,2293,9456,0,3,59,0
2197,1,0,1,2,1,0,3,1,1,39,0,0,0,1,0,0,0,1373,24623,0,7,40,0
2222,1,0,1,2,1,0,0,1,1,32,1,0,0,4,1,2,1,1958,24917,0,5,61,0
2233,1,0,1,2,1,0,0,1,1,27,1,0,0,0,0,2,1,3180,34081,0,5,61,0
2238,1,0,1,2,1,0,3,1,1,32,0,1,0,1,0,3,0,1373,20156,0,5,50,0
2239,1,0,1,2,1,0,3,1,1,11,0,0,0,2,0,0,0,1220,0,0,3,21,0
2246,1,0,1,2,1,3,0,1,1,40,1,0,0,2,1,2,1,1373,10613,0,7,54,0
2284,1,0,1,2,1,0,3,1,1,32,0,1,0,1,0,0,1,1772,14642,0,5,56,0
2303,1,0,1,2,1,0,0,1,1,0,0,1,0,1,0,0,0,2044,17031,0,4,69,0
2307,1,0,1,2,1,3,3,1,1,39,1,0,0,0,0,2,1,1351,28522,0,5,60,0
2321,1,0,1,2,1,0,0,1,1,8,1,0,0,2,1,2,1,1200,15456,0,6,40,0
2337,1,0,1,2,1,2,0,0,1,39,1,0,0,0,1,0,0,1660,24131,0,4,56,0
2340,1,0,1,2,1,1,0,1,1,39,1,1,0,1,0,2,1,4284,7132,1,4,53,7
2346,1,0,1,2,1,2,0,1,1,48,0,0,0,4,1,2,1,2044,14238,0,7,44,0
2356,1,0,1,2,1,0,0,0,1,8,1,0,0,0,1,2,1,3944,30624,1,3,46,6
2392,1,0,1,2,1,0,0,1,1,8,1,0,0,2,1,1,0,3939,9506,0,5,52,0
2405,1,0,1,2,1,0,4,2,1,33,0,0,0,4,1,0,0,2999,8217,0,5,39,0
2412,1,0,1,2,1,0,0,0,1,16,0,0,0,1,0,1,1,3994,30732,1,5,38,6
2468,1,0,0,0,1,0,3,1,1,8,0,1,0,0,0,3,0,1525,2560,0,3,38,0
2482,1,0,0,0,1,0,0,1,1,8,0,1,0,2,0,2,1,2360,11913,0,5,57,0
2485,1,0,0,0,1,0,0,1,1,50,1,0,0,0,1,3,0,1525,7684,1,8,61,5
2503,1,0,0,0,1,0,0,1,1,8,0,0,0,1,0,1,0,1525,21479,0,7,47,0
2506,1,0,0,0,1,0,0,1,1,32,1,1,0,1,0,2,1,1525,14072,0,7,40,0
2508,1,0,0,0,1,0,3,1,1,20,1,0,0,1,1,2,1,1525,27377,0,6,45,0
2517,1,0,0,0,1,3,3,1,1,27,0,1,0,1,0,2,1,2048,7744,0,6,52,0
2526,1,0,0,0,1,0,0,1,1,32,0,0,0,1,1,3,0,1525,10976,0,7,59,0
2527,1,0,0,0,1,0,3,1,1,8,0,0,0,2,1,0,0,1525,12040,0,7,35,0
2540,1,0,0,0,1,0,0,1,1,22,0,0,0,0,0,3,0,1525,11770,0,8,59,0
2553,1,0,0,0,1,0,0,1,1,40,1,0,0,0,0,3,0,1525,5964,1,8,40,4
2588,1,0,0,0,1,0,0,1,1,32,0,0,0,0,1,0,0,1525,7447,1,6,42,5
2592,1,0,0,0,1,0,0,1,1,26,0,0,0,0,0,3,0,2444,7007,1,7,50,5
2611,1,0,0,0,1,0,0,0,1,32,1,1,0,0,1,2,1,3700,3536,0,3,50,0
2630,1,0,0,0,1,0,3,1,1,8,0,1,0,0,0,0,0,2175,13095,0,2,51,0
2648,1,0,1,2,1,3,0,1,1,43,0,0,0,4,0,2,1,1871,16761,0,5,52,0
2660,1,0,1,2,1,1,3,0,1,37,0,0,0,2,1,3,1,1170,13976,0,5,48,0
2716,1,0,1,2,1,1,3,1,1,19,0,0,0,0,1,2,1,2808,7162,0,4,48,0
2732,1,0,1,2,1,0,0,0,1,52,1,1,0,1,1,3,0,2808,14844,0,5,49,0
2770,1,0,1,2,1,0,3,1,1,48,0,0,0,2,1,0,0,3728,12483,0,4,41,0
2801,1,0,1,2,1,1,0,0,1,19,1,1,0,1,1,2,1,5040,23512,1,4,51,6
2826,1,0,1,2,1,0,0,1,1,32,1,1,0,1,1,2,1,5040,23481,1,2,44,6
2832,1,0,1,2,1,0,0,0,1,8,0,0,0,1,1,3,1,2808,10358,0,5,59,0
2839,1,0,1,2,1,1,0,1,1,45,0,1,0,4,0,2,1,2808,27636,0,4,37,0
2875,1,0,1,2,1,0,3,0,1,9,1,1,0,0,1,3,0,5040,11720,1,4,57,9
2884,1,0,1,2,1,0,0,1,1,27,0,1,0,2,0,3,0,2808,11165,0,4,47,0
2934,1,0,1,2,1,0,0,1,1,32,1,0,0,1,1,3,1,2808,20006,0,3,54,0
2991,1,0,0,2,1,0,3,0,1,32,0,0,0,1,0,1,0,3884,12874,0,5,61,0
3020,1,0,0,2,1,0,0,1,1,8,1,0,0,0,1,3,0,2514,13924,1,4,47,7
3045,1,0,0,2,1,0,0,0,1,7,0,0,0,0,0,3,0,5932,25900,0,4,52,0
3071,1,0,0,2,1,0,0,0,1,32,1,0,0,1,1,1,0,3884,2211,0,3,54,0
3107,1,0,0,2,1,0,3,0,1,32,0,0,0,1,1,3,0,6654,15406,1,3,48,6
3116,1,0,0,2,1,0,0,0,1,8,0,0,0,1,0,3,0,3884,14904,0,4,55,0
3180,1,0,0,2,1,0,3,0,1,32,0,1,0,0,0,3,0,3884,17619,1,5,35,9
3203,1,5,1,2,1,3,0,1,1,8,1,0,0,2,1,3,0,4107,9255,0,4,51,0
3234,1,5,0,2,1,1,3,1,1,39,0,1,0,1,0,3,0,2699,12420,0,3,46,0
3249,1,5,0,2,1,0,0,1,1,8,0,0,0,0,0,3,0,6756,0,1,2,34,8
3260,1,5,0,2,1,2,0,1,1,41,0,0,0,2,0,3,1,4199,0,0,4,36,0
3293,1,5,0,2,1,3,0,0,1,27,1,0,0,1,1,3,1,3513,11722,0,4,44,0
3294,1,5,0,2,1,3,0,1,1,39,0,1,0,1,0,3,0,6097,12890,1,4,24,10
3305,1,5,0,2,1,0,0,1,1,37,0,0,0,2,1,3,0,6663,7982,0,5,60,0
3306,1,5,0,2,1,3,3,1,1,47,0,1,0,4,0,1,0,3952,21067,0,4,26,0
3307,1,0,0,0,1,0,3,1,1,8,1,0,0,0,1,3,0,0,11020,1,2,62,4
3318,1,0,1,2,1,0,0,1,1,35,0,1,0,1,0,1,0,3299,23110,0,3,58,0
3327,1,0,1,2,1,0,0,1,1,32,0,1,0,0,1,0,0,6756,11827,1,4,62,6
3329,1,0,1,2,1,3,0,1,1,9,0,0,0,2,1,3,0,4683,18522,0,2,44,0
3382,1,0,1,2,1,0,0,1,1,39,1,1,0,0,1,3,0,2808,22779,1,4,47,9
3433,1,0,1,2,1,0,0,0,1,41,0,0,0,0,0,3,1,4379,0,1,2,59,6
3450,1,0,1,2,1,3,0,1,1,30,0,0,0,1,1,3,1,5476,30679,1,3,37,8
3452,1,0,1,2,1,3,0,1,1,40,0,0,0,0,0,3,0,3651,25167,1,4,39,10
3486,1,0,1,2,1,0,0,1,1,31,0,1,0,0,1,3,0,7397,7993,1,2,37,6
3518,1,0,1,2,1,3,3,0,1,26,0,0,0,2,0,3,0,3651,0,0,2,48,0
3519,1,0,1,2,1,0,0,1,1,8,0,1,0,2,1,3,0,2738,10628,0,4,54,0
3537,1,0,1,2,1,0,0,1,1,27,1,0,0,2,1,1,0,6988,14136,0,3,44,0
3572,1,0,1,2,1,3,0,1,1,32,0,1,0,1,0,2,1,3651,9771,0,3,56,0
3582,1,0,1,2,1,0,0,1,1,8,1,0,0,0,1,0,1,5476,36734,0,2,37,0
3583,1,0,1,2,1,3,3,0,1,2,0,0,0,2,1,3,1,3042,18034,0,2,43,0
3628,1,0,1,2,1,0,0,0,1,8,0,1,0,0,1,0,0,4867,4232,1,2,50,7
3644,1,0,1,2,1,0,3,0,1,40,0,0,0,0,1,3,0,3651,9415,0,4,39,0
3684,1,0,1,2,1,0,0,1,1,10,0,0,0,0,1,0,0,4867,7687,1,3,45,8
3766,1,0,1,2,1,3,3,0,1,39,0,0,0,2,1,3,0,4867,6739,0,2,50,0
3795,1,0,1,2,1,3,0,1,1,50,0,0,0,0,1,3,1,4867,12200,1,2,44,9
