CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo
0,0,0,0,1,1,0,0,1,1,4,1,0,0,2,0,2,1,2892,0,0,2,18,0
11111,0,0,0,1,1,0,0,0,1,47,0,0,0,2,1,3,0,1376,7187,0,2,53,0
22222,0,0,0,1,1,3,0,1,1,30,0,0,0,1,0,3,0,1376,0,1,4,21,3
33333,0,0,0,1,1,2,0,0,1,32,1,0,0,1,1,2,1,2015,7256,1,4,48,5
53605,0,0,0,1,1,2,0,0,1,4,1,0,0,1,1,1,0,2015,11293,0,2,56,0
54716,0,0,0,1,1,2,0,1,1,32,1,0,0,1,0,3,1,2015,0,0,1,24,0
55827,0,0,0,1,1,2,0,1,1,39,1,0,0,2,1,3,0,1560,754,0,2,51,0
56938,0,0,0,1,1,0,0,1,1,4,0,0,0,0,1,3,0,1376,12177,1,1,44,5
1,0,0,0,1,1,3,0,1,1,27,1,0,0,1,0,3,0,2892,0,1,1,20,4
1112,0,0,0,1,1,2,3,1,1,32,1,0,0,0,0,1,0,2015,0,1,1,32,4
2223,0,0,0,1,1,0,0,1,1,32,0,0,0,0,0,2,1,1376,0,0,1,21,0
4445,0,0,0,1,1,3,3,1,1,39,1,0,0,0,1,1,0,2892,17967,1,1,55,8
5556,0,0,0,1,1,0,2,0,1,32,1,0,0,1,1,1,0,2892,14527,1,2,27,7
6667,0,0,0,1,1,0,3,0,1,47,0,0,0,2,0,0,0,1376,0,0,1,18,0
8889,0,0,0,1,1,2,0,1,1,22,1,0,0,0,1,2,1,2015,7123,0,2,51,0
10000,0,0,0,1,1,3,0,0,1,8,0,0,0,2,1,2,1,1376,11544,0,2,54,0
11112,0,0,0,1,1,2,0,1,1,49,1,0,0,0,1,2,1,2015,4535,1,1,38,4
12223,0,0,0,1,1,0,0,1,1,13,1,0,0,0,1,2,1,2892,10806,0,1,46,0
13334,0,0,0,1,1,0,0,0,1,48,0,0,0,0,1,3,0,2594,6219,1,1,37,5
14445,0,0,0,1,1,0,3,1,1,28,0,0,0,1,0,1,0,3036,0,0,1,31,0
15556,0,0,0,1,1,2,0,0,1,8,1,0,0,0,1,2,1,3233,5550,0,1,54,0
16667,0,0,0,1,1,3,0,0,1,26,0,0,0,2,1,3,0,2594,6684,0,2,45,0
17778,0,0,0,1,1,3,0,0,1,8,1,0,0,2,0,2,1,1376,0,0,1,21,0
18889,0,0,0,1,1,2,0,1,1,7,1,0,1,4,1,3,0,3271,14581,1,1,45,8
20000,0,0,0,1,1,3,0,0,1,39,1,0,0,0,0,3,0,2892,0,1,2,26,4
21111,0,0,0,1,1,2,3,1,1,8,1,0,0,0,0,1,0,2015,0,0,1,23,0
22223,0,0,0,1,1,3,0,0,1,52,1,0,0,0,1,2,1,2594,2281,0,2,23,0
23334,0,0,0,1,1,3,0,0,1,2,0,0,0,1,1,2,1,2594,9472,0,1,38,0
24445,0,0,0,1,1,2,0,1,1,8,1,0,0,1,1,2,1,3233,17032,0,2,32,0
25556,0,0,0,1,1,2,0,1,1,32,1,0,1,1,0,3,0,1590,0,1,1,26,3
26667,0,0,0,1,1,0,0,0,1,32,1,0,0,0,1,1,0,4720,15105,1,1,49,9
27778,0,0,0,1,1,3,0,0,1,45,0,0,0,4,0,2,1,2594,0,0,2,26,0
28889,0,0,0,1,1,0,0,0,1,7,0,0,0,2,1,3,0,2594,13303,1,1,57,7
30000,0,0,0,1,1,2,3,0,1,8,0,0,1,4,0,3,0,2169,0,0,0,30,0
32222,0,0,0,1,1,2,3,0,1,32,0,0,1,0,0,3,0,2169,0,1,2,27,4
34445,0,0,0,1,1,2,0,1,1,16,0,0,1,2,0,1,0,2169,0,0,1,29,0
35556,0,0,0,1,1,0,0,1,1,27,0,0,0,2,1,2,1,2594,13218,0,1,52,0
36667,0,0,0,1,1,2,2,0,1,31,1,0,0,2,0,2,1,2228,0,0,1,19,0
37778,0,0,0,1,1,3,3,1,1,32,1,0,0,0,1,0,0,4720,11844,1,2,60,9
38889,0,0,0,1,1,2,0,0,1,32,1,0,1,0,0,3,0,2594,0,1,2,23,4
40000,0,0,0,1,1,0,0,1,1,32,0,0,0,1,0,3,1,2594,0,0,1,30,0
41111,0,0,0,1,1,2,3,1,1,6,1,0,0,0,0,3,0,2228,0,1,1,27,4
43333,0,0,0,1,1,2,0,1,1,39,1,0,1,4,0,3,0,4720,0,1,1,25,6
44445,0,0,0,1,1,3,0,0,1,50,1,0,0,0,1,3,0,4720,14663,1,2,37,9
45556,0,0,0,1,1,1,0,1,1,43,0,0,0,2,0,1,0,2594,0,0,1,30,0
46667,0,0,0,1,1,2,3,0,1,39,1,0,0,1,1,2,1,5227,5865,1,2,60,8
47778,0,0,0,1,1,2,0,0,1,21,1,0,0,1,1,2,1,5677,22231,1,1,26,7
48889,0,0,0,1,1,0,0,1,1,15,0,0,0,0,0,2,1,2594,0,0,1,28,0
50000,0,0,0,1,1,2,0,0,1,32,0,0,1,4,0,1,0,2169,0,0,1,21,0
51111,0,0,0,1,1,2,1,0,1,32,1,0,0,0,0,2,1,3233,0,0,2,30,0
52222,0,0,0,1,1,2,0,0,1,50,1,0,0,0,1,3,0,3233,7998,1,2,29,6
53333,0,0,0,1,1,3,2,0,1,48,0,0,0,2,1,3,0,2594,24347,0,1,53,0
53494,0,0,0,1,1,2,3,1,1,48,1,0,0,1,0,1,0,3233,0,0,1,30,0
53606,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0,0,2594,0,0,1,23,0
53717,0,0,0,1,1,0,0,1,1,12,0,0,0,1,0,3,0,1590,0,0,0,29,0
53828,0,0,0,1,1,0,0,0,1,32,0,0,0,0,0,3,0,2594,0,1,1,31,4
53939,0,0,0,1,1,0,0,0,1,7,0,0,0,1,0,3,0,2594,0,0,2,26,0
54050,0,0,0,1,1,0,3,1,1,8,0,0,0,0,0,3,0,2594,0,1,2,30,4
54161,0,0,0,1,1,0,3,1,1,32,1,0,0,0,0,3,0,4720,0,1,2,29,6
54272,0,0,0,1,1,2,0,1,1,2,1,0,0,1,0,3,0,3233,0,0,2,32,0
54383,0,0,0,1,1,0,3,0,1,28,0,0,0,4,0,3,0,3036,0,0,2,31,0
54494,0,0,0,1,1,2,3,0,1,32,1,0,0,1,1,0,0,5677,4186,1,2,58,8
54717,0,0,0,1,1,2,0,0,1,37,1,0,0,0,0,2,1,3233,0,1,1,26,5
54828,0,0,0,1,1,3,0,0,1,36,1,0,0,1,0,2,1,4720,0,1,1,22,6
54939,0,0,0,1,1,3,0,0,1,19,1,0,0,2,1,0,0,4720,6124,1,2,37,8
55050,0,0,0,1,1,2,0,1,1,32,1,0,0,0,0,1,0,2777,0,1,0,22,4
55161,0,0,0,1,1,2,0,0,1,19,1,0,0,2,1,3,0,3850,6580,1,1,18,7
55272,0,0,0,1,1,3,0,0,1,33,0,0,0,1,1,0,1,1376,9646,0,1,50,0
55494,0,0,0,1,1,3,2,0,1,22,0,0,0,2,1,2,1,2594,9150,0,2,46,0
55605,0,0,0,1,1,0,0,1,1,8,0,0,0,0,1,3,0,1376,9780,1,2,50,5
55716,0,0,0,1,1,2,0,0,1,19,1,0,0,2,0,3,0,3850,0,1,2,18,5
55828,0,0,0,1,1,3,0,1,1,7,1,0,0,1,0,0,0,3213,0,1,1,20,5
55939,0,0,0,1,1,1,1,1,1,8,1,0,0,2,1,1,0,2594,10219,0,2,45,0
56050,0,0,0,1,1,2,0,0,1,2,1,0,0,2,1,2,1,2015,5569,0,2,49,0
56161,0,0,0,1,1,3,0,0,1,52,0,0,0,1,1,2,1,1376,20876,0,1,19,0
56272,0,0,0,1,1,2,0,0,1,32,1,0,0,1,1,2,1,2015,25550,0,2,45,0
56383,0,0,0,1,1,0,0,0,1,35,0,0,0,2,1,3,0,1376,18674,0,2,58,0
56494,0,0,0,1,1,0,0,0,1,4,0,0,0,2,0,2,1,1376,0,0,2,25,0
56605,0,0,0,1,1,2,0,0,1,48,1,0,0,0,1,1,0,2015,10132,0,2,42,0
56716,0,0,0,1,1,0,3,0,1,26,1,0,0,1,1,3,0,2892,14797,1,2,54,7
56827,0,0,0,1,1,0,3,0,1,27,0,0,0,2,0,0,0,1376,0,1,0,26,3
56939,0,0,0,1,1,2,0,1,1,41,0,0,1,4,0,3,0,2611,0,0,1,26,0
57050,0,0,0,1,1,0,0,1,1,32,1,0,0,0,1,2,1,2208,6428,1,2,46,5
57161,0,0,0,1,1,3,0,1,1,39,1,0,0,1,1,3,0,2892,30078,1,2,60,5
57272,0,0,0,1,1,0,3,1,1,32,0,0,0,4,1,0,0,1376,17082,0,2,47,0
57383,0,0,0,1,1,2,0,1,1,32,0,0,1,0,0,3,0,2169,0,1,1,25,4
57494,0,0,0,1,1,2,3,1,1,32,1,0,1,1,1,1,0,1376,17003,0,1,46,0
57605,0,0,0,1,1,2,3,1,1,32,0,0,1,4,0,0,0,4193,0,0,0,19,0
57716,0,0,0,1,1,3,3,1,1,28,0,0,0,4,0,3,0,2031,0,0,2,31,0
57827,0,0,0,1,1,2,3,0,1,27,1,0,1,4,0,1,0,1376,0,0,2,30,0
57938,0,0,0,1,1,3,0,0,1,39,1,0,0,4,1,2,1,2892,7363,1,1,38,6
2,0,0,0,1,1,2,1,0,1,19,1,0,1,2,1,3,0,920,20320,0,2,62,0
113,0,0,0,1,1,2,0,1,1,7,1,0,0,2,0,2,1,3850,0,1,2,21,5
224,0,0,0,1,1,2,3,1,1,41,1,0,1,0,0,3,0,3555,0,1,1,18,5
335,0,0,0,1,1,2,0,0,1,8,0,0,1,4,0,1,0,2169,0,0,1,20,0
557,0,0,0,1,1,2,3,0,1,41,1,0,0,2,1,3,0,3168,4105,1,2,42,6
779,0,0,0,1,1,0,3,0,1,48,0,0,0,0,0,2,1,1376,0,1,2,29,3
890,0,0,0,1,1,0,0,0,1,41,0,0,0,0,1,2,1,1818,6847,0,1,23,0
1001,0,0,0,1,1,3,0,0,1,41,1,0,0,1,0,3,0,3555,0,1,1,22,5
1113,0,0,0,1,1,3,3,1,1,7,1,0,0,2,1,2,1,2892,10025,1,1,39,6
1224,0,0,0,1,1,2,3,0,1,39,1,0,0,2,1,3,0,2015,5622,0,1,38,0
1335,0,0,0,1,1,2,0,1,1,7,1,0,1,4,0,2,1,1590,0,0,1,26,0
1446,0,0,0,1,1,2,3,0,1,25,0,0,1,2,0,3,0,2169,0,0,1,30,0
1557,0,0,0,1,1,2,0,1,1,19,1,0,0,0,0,2,1,2228,0,0,0,28,0
1668,0,0,0,1,1,2,0,0,1,2,1,0,0,0,1,2,1,2015,8339,0,1,59,0
1779,0,0,0,1,1,3,0,1,1,41,0,0,0,2,1,3,0,2727,35494,1,2,44,5
1890,0,0,0,1,1,2,1,0,1,8,1,0,0,0,0,3,0,3850,0,1,2,28,5
2001,0,0,0,1,1,2,1,0,1,8,1,0,0,0,1,2,1,2015,10339,0,2,53,0
2112,0,0,0,1,1,3,3,1,1,41,0,0,0,0,0,1,0,2031,0,1,1,22,4
2446,0,0,0,1,1,2,3,0,1,7,1,0,0,2,0,2,1,2015,0,0,1,23,0
2557,0,0,0,1,1,2,3,0,1,28,1,0,0,4,0,3,0,2670,0,0,1,29,0
2668,0,0,0,1,1,2,0,0,1,7,1,0,0,1,0,3,0,2228,0,0,0,27,0
2779,0,0,0,1,1,0,3,0,1,8,0,0,0,4,0,2,1,1590,0,0,1,29,0
2890,0,0,0,1,1,2,0,0,1,7,1,0,1,0,1,2,1,3271,9477,1,2,48,7
3001,0,0,0,1,1,0,0,0,1,27,0,0,0,0,1,3,0,1376,8616,0,2,37,0
3112,0,0,0,1,1,1,0,1,1,8,0,0,0,1,0,3,0,1590,0,0,0,18,0
3223,0,0,0,1,1,1,0,0,1,8,0,0,0,4,0,1,0,1590,0,0,1,31,0
3335,0,0,0,1,1,3,0,1,1,41,0,0,0,4,0,1,0,1818,0,0,2,23,0
3446,0,0,0,1,1,0,0,0,1,7,0,0,0,0,1,2,1,920,15224,0,1,57,0
3557,0,0,0,1,1,2,3,0,1,8,0,0,1,4,0,1,0,2169,0,0,0,26,0
3668,0,0,0,1,1,0,0,1,1,41,1,0,0,1,1,3,0,2870,10237,1,1,50,6
3779,0,0,0,1,1,3,0,0,1,27,0,0,1,1,0,0,0,2385,0,1,2,29,4
4001,0,0,0,1,1,2,0,1,1,8,1,0,0,0,1,3,0,2015,13606,1,1,60,6
4112,0,0,0,1,1,0,0,1,1,13,0,0,0,0,0,2,1,1376,0,1,2,27,3
4223,0,0,0,1,1,0,3,0,1,9,1,0,0,2,1,2,1,2892,16300,0,1,41,0
4334,0,0,0,1,1,3,2,1,1,45,0,0,0,0,1,2,1,920,22763,0,2,46,0
4446,0,0,0,1,1,0,0,0,1,32,0,0,0,0,1,3,0,920,3326,1,1,41,3
4557,0,0,0,1,1,2,3,0,1,28,1,0,0,2,0,0,0,2002,0,0,2,29,0
4668,0,0,0,1,1,2,0,1,1,19,1,0,0,0,0,3,0,1560,0,0,1,19,0
4779,0,0,0,1,1,0,0,0,1,28,0,0,0,1,1,2,1,1818,9544,0,2,49,0
4890,0,0,0,1,1,2,3,1,1,8,0,0,1,0,0,3,0,2169,0,1,2,26,4
5001,0,0,0,1,1,2,0,1,1,7,1,0,1,4,0,0,0,1590,0,0,0,18,0
5223,0,0,0,1,1,0,0,1,1,7,1,0,0,4,0,3,0,1590,0,0,1,22,0
5445,0,0,0,1,1,3,3,1,1,15,1,0,0,2,0,2,1,2208,0,1,2,32,4
5557,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,2,1,2228,0,0,1,18,0
5668,0,0,0,1,1,2,0,0,1,8,1,0,0,1,1,3,0,3850,6988,1,2,54,7
5779,0,0,0,1,1,2,0,0,1,48,1,0,0,1,0,2,1,2015,0,0,2,23,0
5890,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,2,1,1590,0,0,2,24,0
6001,0,0,0,1,1,3,0,1,1,32,0,0,0,1,0,3,0,1376,0,0,2,29,0
6223,0,0,0,1,1,2,0,1,1,8,1,0,0,2,1,3,0,2015,7006,0,2,46,0
6334,0,0,0,1,1,0,3,1,1,8,0,0,0,1,0,3,0,1376,0,0,2,24,0
6445,0,0,0,1,1,2,0,0,1,20,0,0,1,4,0,3,0,2169,0,0,1,22,0
6556,0,0,0,1,1,0,0,0,1,43,1,0,0,0,0,2,1,4720,0,0,2,31,0
6668,0,0,0,1,1,0,0,1,1,8,0,0,0,1,0,1,0,1376,0,0,1,25,0
6779,0,0,0,1,1,2,3,1,1,0,0,0,1,4,0,2,1,2169,0,0,0,23,0
6890,0,0,0,1,1,2,0,1,1,32,1,0,1,2,1,3,0,1376,22798,0,2,38,0
7001,0,0,0,1,1,3,3,0,1,32,0,0,0,4,0,2,1,1590,0,0,1,21,0
7112,0,0,0,1,1,2,0,1,1,32,1,0,0,1,1,3,0,2015,20292,0,2,45,0
7223,0,0,0,1,1,0,3,1,1,32,0,0,0,1,0,0,0,1376,0,0,1,20,0
7334,0,0,0,1,1,2,0,1,1,19,0,0,1,4,0,3,0,2169,0,0,1,31,0
7445,0,0,0,1,1,3,0,1,1,8,0,0,0,0,0,0,0,920,0,0,2,29,0
7556,0,0,0,1,1,2,0,1,1,32,0,0,1,4,0,3,0,2169,0,0,1,28,0
7667,0,0,0,1,1,0,3,0,1,32,0,0,0,0,0,0,0,3213,0,1,2,30,5
7779,0,0,0,1,1,2,0,1,1,45,0,0,1,1,0,3,0,2169,0,0,1,20,0
7890,0,0,0,1,1,0,0,0,1,19,0,0,0,2,1,3,0,1376,5249,0,2,41,0
8001,0,0,0,1,1,0,0,0,1,8,0,0,0,1,0,1,0,2234,0,0,1,28,0
8112,0,0,0,1,1,2,0,1,1,41,1,0,0,0,0,2,1,4513,0,0,2,25,0
8223,0,0,0,1,1,3,3,1,1,9,1,0,0,0,1,0,0,1376,12530,1,2,26,5
8334,0,0,0,1,1,3,0,1,1,41,0,0,0,2,1,2,1,1818,5439,0,2,25,0
8445,0,0,0,1,1,0,3,1,1,32,1,0,0,0,1,3,0,2208,13414,1,2,37,6
8556,0,0,0,1,1,3,3,0,1,41,0,0,0,0,0,0,0,1818,0,0,2,29,0
8667,0,0,0,1,1,2,0,0,1,22,1,0,1,0,1,3,0,1376,2385,1,2,20,3
8778,0,0,0,1,1,3,0,0,1,41,0,0,0,1,0,3,0,1818,0,0,2,31,0
8890,0,0,0,1,1,2,0,1,1,39,1,0,0,1,1,3,0,3850,9204,1,2,52,7
9001,0,0,0,1,1,2,0,1,1,43,0,0,1,4,0,0,0,2169,0,0,1,23,0
9112,0,0,0,1,1,2,0,1,1,19,1,0,0,0,0,1,0,2015,0,0,1,22,0
9223,0,0,0,1,1,0,3,1,1,27,0,0,0,4,1,3,0,1376,4432,0,2,21,0
9334,0,0,0,1,1,3,2,0,1,22,0,0,0,0,1,2,1,2594,6385,0,2,46,0
9445,0,0,0,1,1,0,3,1,1,17,0,0,0,2,1,1,0,1376,4727,0,1,39,0
9556,0,0,0,1,1,2,0,0,1,19,1,0,0,1,1,3,0,2015,13954,0,1,48,0
9667,0,0,0,1,1,0,0,0,1,32,1,0,0,1,1,3,0,2892,14000,1,2,38,7
9778,0,0,0,1,1,0,2,0,1,48,0,0,0,0,0,2,1,1376,0,0,1,18,0
9889,0,0,0,1,1,0,0,0,1,33,1,0,0,0,1,1,1,2892,8957,1,2,48,6
10001,0,0,0,1,1,2,0,0,1,52,1,0,0,0,1,2,1,1560,6602,0,1,44,0
10112,0,0,0,1,1,0,3,0,1,32,1,0,0,0,1,1,0,2208,25046,1,1,62,9
10223,0,0,0,1,1,2,0,1,1,4,1,0,1,0,1,2,1,1376,6048,0,2,37,0
10334,0,0,0,1,1,3,0,0,1,15,1,0,0,1,0,0,0,2208,0,1,2,19,4
10445,0,0,0,1,1,1,0,1,1,39,1,0,0,4,1,1,0,920,8398,0,1,39,0
10556,0,0,0,1,1,3,0,1,1,41,0,0,0,2,0,3,0,2031,0,0,2,22,0
10667,0,0,0,1,1,0,3,0,1,9,0,0,0,4,0,3,0,1590,0,0,1,28,0
10778,0,0,0,1,1,2,0,0,1,32,1,0,0,0,0,3,0,3850,0,0,1,30,0
10889,0,0,0,1,1,2,0,1,1,52,1,0,0,0,0,1,1,2015,0,1,1,24,4
11000,0,0,0,1,1,3,0,0,1,32,0,0,0,0,1,3,0,1376,1960,1,2,58,3
11113,0,0,0,1,1,0,0,0,1,43,0,0,0,0,1,3,0,1376,4516,1,1,55,4
11224,0,0,0,1,1,2,0,1,1,8,1,0,0,0,0,2,1,2015,0,0,1,23,0
11335,0,0,0,1,1,2,3,1,1,36,1,0,0,1,1,3,0,1560,12196,0,2,44,0
11446,0,0,0,1,1,2,3,0,1,2,1,0,0,4,0,3,0,2228,0,0,1,30,0
11557,0,0,0,1,1,3,3,0,1,32,0,0,0,1,0,2,1,1376,0,0,1,21,0
11779,0,0,0,1,1,2,0,1,1,52,1,0,0,0,0,2,1,2228,0,1,0,23,4
11890,0,0,0,1,1,2,0,1,1,50,1,0,0,2,0,3,0,2228,0,0,2,32,0
12001,0,0,0,1,1,2,1,1,1,32,0,0,1,1,0,3,0,2169,0,0,1,23,0
12112,0,0,0,1,1,0,0,0,1,39,1,0,0,4,0,0,0,2892,0,1,1,25,4
12224,0,0,0,1,1,0,3,1,1,48,0,0,0,1,1,2,1,1376,22275,0,1,52,0
12335,0,0,0,1,1,2,0,1,1,26,1,0,1,2,0,2,1,1376,0,0,0,22,0
12446,0,0,0,1,1,3,0,1,1,32,0,0,0,0,1,2,1,1376,14387,0,1,51,0
12557,0,0,0,1,1,2,0,1,1,32,1,0,0,1,1,2,1,2015,22013,0,1,50,0
12779,0,0,0,1,1,2,3,0,1,27,1,0,0,4,0,0,0,2015,0,0,1,24,0
12890,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,3,0,1376,0,0,1,27,0
13001,0,0,0,1,1,0,0,1,1,11,1,0,0,2,0,1,0,3213,0,0,2,23,0
13112,0,0,0,1,1,2,0,1,1,41,1,0,0,2,0,3,0,2456,0,0,2,23,0
13223,0,0,0,1,1,0,0,1,1,7,1,0,0,4,0,3,0,1590,0,0,1,25,0
13335,0,0,0,1,1,3,0,1,1,7,0,0,0,0,0,3,0,1590,0,0,1,28,0
13446,0,0,0,1,1,2,0,1,1,8,1,0,1,0,0,3,0,1376,0,1,1,18,3
13557,0,0,0,1,1,2,0,1,1,32,1,0,0,1,0,0,0,2015,0,0,2,22,0
13668,0,0,0,1,1,0,3,1,1,2,0,0,0,2,1,3,0,1376,9397,0,1,38,0
13779,0,0,0,1,1,2,0,1,1,50,1,0,0,0,0,3,0,2015,0,1,2,31,4
14001,0,0,0,1,1,2,3,0,1,45,0,0,1,2,0,2,1,2169,0,0,1,25,0
14223,0,0,0,1,1,3,0,0,1,22,0,0,0,1,0,0,0,1590,0,0,2,22,0
14334,0,0,0,1,1,3,0,0,1,8,0,0,0,0,1,2,1,1376,10867,0,2,55,0
14446,0,0,0,1,1,0,0,1,1,48,1,0,0,2,1,3,0,2892,14018,0,2,21,0
14557,0,0,0,1,1,2,3,1,1,41,1,0,0,4,0,2,1,2456,0,0,2,21,0
14779,0,0,0,1,1,0,0,0,1,48,0,0,0,1,0,3,0,1376,0,0,1,25,0
14890,0,0,0,1,1,3,0,1,1,35,0,0,0,0,0,0,0,1590,0,0,2,29,0
15001,0,0,0,1,1,2,3,0,1,2,1,0,0,0,0,1,0,2015,0,0,1,22,0
15112,0,0,0,1,1,2,3,1,1,32,0,0,0,1,1,3,0,2064,31641,1,1,62,4
15223,0,0,0,1,1,2,3,0,1,20,1,0,1,1,0,3,1,1376,0,0,2,30,0
15334,0,0,0,1,1,0,0,1,1,2,1,0,0,4,0,1,0,2892,0,1,1,31,4
15445,0,0,0,1,1,2,3,0,1,33,1,0,0,4,1,2,1,2015,7996,0,2,55,0
15557,0,0,0,1,1,2,0,1,1,35,1,0,0,2,1,1,0,2015,14705,0,1,59,0
15668,0,0,0,1,1,0,0,1,1,19,0,0,0,1,0,2,1,1376,0,0,2,28,0
15779,0,0,0,1,1,0,0,0,1,32,0,0,0,0,1,0,0,1376,13817,1,1,53,6
15890,0,0,0,1,1,2,0,0,1,8,1,0,1,2,1,3,0,3254,32131,1,2,37,5
16001,0,0,0,1,1,2,0,0,1,31,1,0,0,2,0,3,0,2228,0,0,2,28,0
16112,0,0,0,1,1,2,0,0,1,15,1,0,0,1,0,2,1,2015,0,0,2,20,0
16223,0,0,0,1,1,0,0,1,1,8,1,0,0,0,1,3,1,2892,6951,1,1,54,6
16334,0,0,0,1,1,2,0,0,1,2,1,0,0,4,0,2,1,2015,0,0,2,23,0
16445,0,0,0,1,1,3,0,1,1,45,0,0,0,2,1,3,0,1376,15107,0,1,40,0
16668,0,0,0,1,1,0,1,0,1,8,0,0,0,0,0,1,0,1376,0,0,2,29,0
16779,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,3,0,1590,0,0,1,30,0
16890,0,0,0,1,1,2,2,1,1,19,1,0,0,2,0,3,0,2228,0,0,0,21,0
17001,0,0,0,1,1,2,0,0,1,48,1,0,0,0,0,3,0,2015,0,1,1,21,4
17112,0,0,0,1,1,0,0,0,1,50,1,0,0,0,1,3,0,2892,3325,1,1,47,5
17223,0,0,0,1,1,2,0,1,1,8,1,0,0,2,1,3,0,2015,10152,0,1,31,0
17334,0,0,0,1,1,0,3,0,1,27,0,0,0,2,0,1,0,1590,0,0,1,18,0
17445,0,0,0,1,1,0,3,0,1,32,1,0,0,0,1,2,1,2892,12313,1,1,27,7
17556,0,0,0,1,1,3,0,1,1,41,0,0,0,1,0,3,0,1818,0,0,1,28,0
17667,0,0,0,1,1,0,0,0,1,19,0,0,0,0,0,2,1,1376,0,0,2,26,0
17779,0,0,0,1,1,3,0,1,1,8,0,0,0,0,1,3,0,1376,8572,1,2,41,5
17890,0,0,0,1,1,2,0,0,1,32,1,0,0,1,0,3,0,2015,0,0,2,30,0
18001,0,0,0,1,1,0,0,1,1,48,0,0,0,1,1,2,1,1376,28763,0,2,57,0
18223,0,0,0,1,1,1,0,1,1,8,0,0,0,0,0,2,1,2046,0,1,2,27,4
18334,0,0,0,1,1,2,0,0,1,39,1,0,1,4,0,3,0,4082,0,1,1,21,6
18445,0,0,0,1,1,2,3,1,1,40,1,0,1,1,0,3,0,3213,0,1,1,20,5
18556,0,0,0,1,1,2,0,0,1,32,1,0,1,4,0,2,1,1590,0,0,0,20,0
18778,0,0,0,1,1,0,0,0,1,32,0,0,0,0,1,1,0,1376,9466,1,2,39,5
18890,0,0,0,1,1,2,0,0,1,47,1,0,0,2,0,0,0,2228,0,0,1,24,0
19001,0,0,0,1,1,3,0,1,1,45,1,0,0,0,1,0,0,1376,21182,0,2,58,0
19112,0,0,0,1,1,0,0,0,1,19,0,0,0,0,1,0,0,1376,20164,0,1,62,0
19223,0,0,0,1,1,2,3,1,1,41,1,0,0,4,0,2,1,2670,0,0,2,19,0
19334,0,0,0,1,1,3,0,1,1,0,0,0,0,4,1,0,0,2064,34332,1,1,43,4
19445,0,0,0,1,1,3,3,1,1,22,0,0,0,4,1,1,0,1376,20641,0,1,44,0
19556,0,0,0,1,1,3,0,1,1,52,0,0,0,2,0,0,0,1376,0,0,2,23,0
19667,0,0,0,1,1,0,3,1,1,8,0,0,0,2,0,3,0,1590,0,0,2,31,0
19778,0,0,0,1,1,2,0,0,1,8,1,0,0,0,0,3,0,2228,0,0,0,20,0
19889,0,0,0,1,1,0,0,1,1,4,1,0,0,0,1,1,0,2892,6934,1,2,27,6
20001,0,0,0,1,1,2,0,1,1,41,1,0,0,0,0,2,1,4513,0,0,1,29,0
20112,0,0,0,1,1,0,3,1,1,8,1,0,0,2,0,1,0,1590,0,0,1,31,0
20223,0,0,0,1,1,2,3,0,1,32,1,0,0,1,0,2,1,2015,0,0,1,23,0
20334,0,0,0,1,1,2,3,0,1,32,1,0,0,0,0,3,0,3850,0,1,1,24,5
20445,0,0,0,1,1,0,0,0,1,32,0,0,0,1,0,3,0,2594,0,0,2,30,0
20556,0,0,0,1,1,0,3,1,1,1,0,0,0,2,0,1,0,2594,0,0,1,19,0
20667,0,0,0,1,1,1,3,1,1,39,1,0,0,1,1,3,1,2892,21166,1,1,51,9
20889,0,0,0,1,1,2,0,0,1,32,1,0,1,0,0,3,0,1590,0,1,2,26,3
21000,0,0,0,1,1,2,0,0,1,41,1,0,0,1,0,3,0,4513,0,1,2,22,6
21112,0,0,0,1,1,2,0,0,1,43,1,0,1,4,0,3,1,1590,0,0,1,30,0
21223,0,0,0,1,1,2,0,0,1,43,1,0,1,4,0,2,1,1590,0,0,1,30,0
21334,0,0,0,1,1,2,3,1,1,39,1,0,0,0,1,3,0,2015,6892,1,1,49,5
21445,0,0,0,1,1,2,0,0,1,35,1,0,1,0,0,1,0,1376,0,1,1,19,3
21556,0,0,0,1,1,2,0,0,1,48,1,0,0,2,0,2,1,1560,0,0,1,22,0
21667,0,0,0,1,1,2,0,1,1,32,0,0,1,4,0,1,0,2169,0,0,1,21,0
21889,0,0,0,1,1,0,0,1,1,49,0,0,0,0,0,3,1,1376,0,1,1,22,3
22000,0,0,0,1,1,3,0,0,1,41,0,0,0,4,0,3,0,1818,0,0,2,28,0
22111,0,0,0,1,1,2,0,1,1,19,1,0,0,0,0,3,0,2015,0,0,2,28,0
22224,0,0,0,1,1,2,3,0,1,48,1,0,0,1,0,3,0,2015,0,0,1,20,0
